1458306706	0416_villers	42  48.67538  6.163095
1458306707	0416_villers	42  48.675465  6.163055
1458306709	0416_villers	42  48.675638  6.162983
1458307019	VirginBox_91D8	46  48.670302  6.167515
1458307020	VirginBox_91D8	46  48.670257  6.16756
1458307029	VirginBox_91D8	57  48.669988  6.167315
1458307031	VirginBox_91D8	63  48.66991  6.167167
1458307032	VirginBox_91D8	57  48.669872  6.167088
1458307041	VirginBox_91D8	46  48.669725  6.166605
1458306563	VirginBox_2015	44  48.67232  6.160928
1458306565	VirginBox_2015	44  48.672232  6.161012
1458306569	VirginBox_2015	44  48.672092  6.161142
1458306570	VirginBox_2015	47  48.672052  6.161175
1458306572	VirginBox_2015	47  48.671972  6.161253
1458306574	VirginBox_2015	48  48.671928  6.161383
1458306575	VirginBox_2015	55  48.671933  6.161463
1458306577	VirginBox_2015	46  48.671983  6.16163
1458306579	VirginBox_2015	46  48.672052  6.161813
1458306580	VirginBox_2015	46  48.67209  6.161913
1458306885	YZICO#WIFI	44  48.673738  6.167137
1458306887	YZICO#WIFI	44  48.673632  6.16721
1458306888	YZICO#WIFI	44  48.67358  6.167248
1458306890	YZICO#WIFI	44  48.673488  6.167313
1458306892	YZICO#WIFI	44  48.67341  6.167325
1458306893	YZICO#WIFI	44  48.67337  6.167302
1458306895	YZICO#WIFI	44  48.673297  6.167195
1458306897	YZICO#WIFI	44  48.673223  6.167055
1458306899	YZICO#WIFI	47  48.673157  6.1669
1458306900	YZICO#WIFI	55  48.673128  6.166817
1458306902	YZICO#WIFI	55  48.673065  6.166653
1458306904	YZICO#WIFI	42  48.672987  6.166512
1458306904	YZICO#WIFI	55  48.672987  6.166512
1458306905	YZICO#WIFI	42  48.672953  6.166443
1458306905	YZICO#WIFI	48  48.672953  6.166443
1458306907	YZICO#WIFI	63  48.672915  6.166313
1458306909	YZICO#WIFI	68  48.672877  6.166198
1458306910	YZICO#WIFI	68  48.672852  6.166133
1458306912	YZICO#WIFI	70  48.67279  6.165985
1458306914	YZICO#WIFI	70  48.672732  6.165832
1458306916	YZICO#WIFI	67  48.672685  6.165717
1458306917	YZICO#WIFI	58  48.67267  6.165677
1458306919	YZICO#WIFI	55  48.672647  6.165618
1458306921	YZICO#WIFI	56  48.672632  6.165587
1458306922	YZICO#WIFI	57  48.672628  6.165575
1458306924	YZICO#WIFI	57  48.672627  6.165567
1458306926	YZICO#WIFI	56  48.67263  6.165565
1458306927	YZICO#WIFI	56  48.67263  6.165565
1458306929	YZICO#WIFI	56  48.67263  6.165565
1458306931	YZICO#WIFI	46  48.67263  6.165565
1458306932	YZICO#WIFI	48  48.67263  6.165565
1458306934	YZICO#WIFI	56  48.67263  6.165565
1458306936	YZICO#WIFI	57  48.67263  6.165565
1458306937	YZICO#WIFI	57  48.67263  6.165565
1458306939	YZICO#WIFI	57  48.67263  6.165565
1458306941	YZICO#WIFI	56  48.67263  6.165565
1458306943	YZICO#WIFI	56  48.67263  6.165565
1458306944	YZICO#WIFI	56  48.67263  6.165565
1458306946	YZICO#WIFI	56  48.67263  6.165565
1458306948	YZICO#WIFI	57  48.67263  6.165565
1458306949	YZICO#WIFI	56  48.67263  6.165565
1458306951	YZICO#WIFI	56  48.67263  6.165565
1458306953	YZICO#WIFI	56  48.67263  6.165565
1458306954	YZICO#WIFI	56  48.67263  6.165565
1458306956	YZICO#WIFI	56  48.67263  6.165565
1458306958	YZICO#WIFI	56  48.67263  6.165565
1458306959	YZICO#WIFI	57  48.67263  6.165565
1458306961	YZICO#WIFI	56  48.67263  6.165565
1458306963	YZICO#WIFI	56  48.67263  6.165565
1458306965	YZICO#WIFI	56  48.672618  6.165538
1458306966	YZICO#WIFI	56  48.672602  6.165502
1458306968	YZICO#WIFI	47  48.67256  6.16542
1458306970	YZICO#WIFI	46  48.672503  6.165345
1458306971	YZICO#WIFI	46  48.672465  6.165333
1458306973	YZICO#WIFI	45  48.67237  6.1654
1458306975	YZICO#WIFI	44  48.672268  6.165498
1458306976	YZICO#WIFI	44  48.672218  6.165545
1458306978	YZICO#WIFI	44  48.672123  6.165638
1458306990	YZICO#WIFI	55  48.671937  6.165815
1458306992	YZICO#WIFI	55  48.671937  6.165813
1458306993	YZICO#WIFI	55  48.671937  6.165813
1458306995	YZICO#WIFI	55  48.671937  6.165813
1458306997	YZICO#WIFI	55  48.671887  6.165873
1458306997	YZICO#WIFI	46  48.671887  6.165873
1458306998	YZICO#WIFI	46  48.671837  6.165927
1458307000	YZICO#WIFI	46  48.671703  6.16606
1458306900	YZICO#WIFI#003	45  48.673128  6.166817
1458306902	YZICO#WIFI#003	45  48.673065  6.166653
1458306904	YZICO#WIFI#003	43  48.672987  6.166512
1458306905	YZICO#WIFI#003	43  48.672953  6.166443
1458306907	YZICO#WIFI#003	43  48.672915  6.166313
1458306909	YZICO#WIFI#003	44  48.672877  6.166198
1458306910	YZICO#WIFI#003	48  48.672852  6.166133
1458306912	YZICO#WIFI#003	61  48.67279  6.165985
1458306916	YZICO#WIFI#003	56  48.672685  6.165717
1458306917	YZICO#WIFI#003	58  48.67267  6.165677
1458306919	YZICO#WIFI#003	57  48.672647  6.165618
1458306921	YZICO#WIFI#003	47  48.672632  6.165587
1458306922	YZICO#WIFI#003	48  48.672628  6.165575
1458306924	YZICO#WIFI#003	46  48.672627  6.165567
1458306926	YZICO#WIFI#003	45  48.67263  6.165565
1458306927	YZICO#WIFI#003	45  48.67263  6.165565
1458306929	YZICO#WIFI#003	45  48.67263  6.165565
1458306931	YZICO#WIFI#003	46  48.67263  6.165565
1458306932	YZICO#WIFI#003	48  48.67263  6.165565
1458306934	YZICO#WIFI#003	48  48.67263  6.165565
1458306936	YZICO#WIFI#003	55  48.67263  6.165565
1458306937	YZICO#WIFI#003	48  48.67263  6.165565
1458306939	YZICO#WIFI#003	47  48.67263  6.165565
1458306941	YZICO#WIFI#003	46  48.67263  6.165565
1458306943	YZICO#WIFI#003	46  48.67263  6.165565
1458306944	YZICO#WIFI#003	46  48.67263  6.165565
1458306946	YZICO#WIFI#003	46  48.67263  6.165565
1458306948	YZICO#WIFI#003	46  48.67263  6.165565
1458306949	YZICO#WIFI#003	46  48.67263  6.165565
1458306951	YZICO#WIFI#003	48  48.67263  6.165565
1458306953	YZICO#WIFI#003	46  48.67263  6.165565
1458306954	YZICO#WIFI#003	46  48.67263  6.165565
1458306956	YZICO#WIFI#003	46  48.67263  6.165565
1458306958	YZICO#WIFI#003	46  48.67263  6.165565
1458306959	YZICO#WIFI#003	48  48.67263  6.165565
1458306961	YZICO#WIFI#003	48  48.67263  6.165565
1458306963	YZICO#WIFI#003	48  48.67263  6.165565
1458306965	YZICO#WIFI#003	55  48.672618  6.165538
1458306966	YZICO#WIFI#003	55  48.672602  6.165502
1458306968	YZICO#WIFI#003	55  48.67256  6.16542
1458306807	YZICO#WIFI#701	44  48.675117  6.164358
1458306809	YZICO#WIFI#701	44  48.675008  6.164452
1458306902	YZICO#WIFI#701	55  48.673065  6.166653
1458306904	YZICO#WIFI#701	55  48.672987  6.166512
1458306909	YZICO#WIFI#701	46  48.672877  6.166198
1458306910	YZICO#WIFI#701	56  48.672852  6.166133
1458306912	YZICO#WIFI#701	48  48.67279  6.165985
1458306914	YZICO#WIFI#701	57  48.672732  6.165832
1458306916	YZICO#WIFI#701	46  48.672685  6.165717
1458306917	YZICO#WIFI#701	46  48.67267  6.165677
1458306919	YZICO#WIFI#701	44  48.672647  6.165618
1458306921	YZICO#WIFI#701	43  48.672632  6.165587
1458306922	YZICO#WIFI#701	43  48.672628  6.165575
1458306924	YZICO#WIFI#701	43  48.672627  6.165567
1458306927	YZICO#WIFI#701	44  48.67263  6.165565
1458306929	YZICO#WIFI#701	44  48.67263  6.165565
1458306934	YZICO#WIFI#701	28  48.67263  6.165565
1458306936	YZICO#WIFI#701	28  48.67263  6.165565
1458306937	YZICO#WIFI#701	28  48.67263  6.165565
1458306963	YZICO#WIFI#701	42  48.67263  6.165565
1458306965	YZICO#WIFI#701	42  48.672618  6.165538
1458306966	YZICO#WIFI#701	42  48.672602  6.165502
1458306563	Yousouf	57  48.67232  6.160928
1458306565	Yousouf	57  48.672232  6.161012
1458306562	YouRomy	47  48.672367  6.160877
1458306563	YouRomy	48  48.67232  6.160928
1458306565	YouRomy	61  48.672232  6.161012
